ID_Transaccion,Fecha,Tienda,Cliente,Producto,Canal,Metodo_Pago,Promocion,Cantidad,Precio_Unitario,Descuento,Venta_Bruta,Impuesto,Venta_Neta,Costo_Unitario,Es_Devolucion,Notas,Columna_Vacia
2022-002786,07/06/2022 22:42,S1011,C00332,P2006,Marketplace,Billetera Digital,Sin Promo,1,381.91,0.05,381.91,45.83,336.08,287.52,1,,
2022-002787,26/04/2022 23:51,S1027,C00430,P2091,Web,Financiamiento,Promo 15%,1,487.35,0.1,487.35,73.1,414.25,397.11,0,,
2022-002788,13/03/2022 05:59,S1003,C00122,P2021,Tienda,Financiamiento,Sin Promo,1,439.47,0.0,439.47,57.13,382.34,239.98,0,,
2022-002789,24/04/2022 08:34,S1018,C00192,P2008,Marketplace,Efectivo,Promo 15%,1,699.38,0.2,699.38,83.93,615.45,421.75,0,,
2022-002790,28/11/2022 23:09,S1007,C00679,P2087,Call Center,Financiamiento,Cyber Week,4,291.4,0.1,1165.6,151.53,1014.07,166.63,0,,
2022-002791,10/12/2022 22:07,S1037,C00331,P2146,Tienda,Transferencia,Promo 15%,1,311.26,0.0,311.26,40.46,270.8,242.22,0,,
2022-002792,30/10/2022 19:58,S1011,C00178,P2113,Call Center,Financiamiento,Cyber Week,1,253.0,0.15,253.0,30.36,222.64,139.53,0,,
2022-002793,11/06/2022 03:48,S1013,C00272,P2118,Call Center,Tarjeta,Cyber Week,1,55.38,0.15,55.38,6.65,48.73,45.65,0,,
2022-002794,27/01/2022 20:33,S1044,C00514,P2137,Web,Tarjeta,2x1,2,407.3,0.05,814.6,105.9,708.7,246.0,0,,
2022-002795,30/10/2022 18:14,S1028,C00344,P2158,Call Center,Billetera Digital,Black Friday,5,515.27,0.05,2576.35,386.45,2189.9,274.83,0,,
2022-002796,25/04/2022 00:38,S1021,C00226,P2119,Marketplace,Financiamiento,Black Friday,1,648.62,0.15,648.62,97.29,551.33,363.73,0,,
2022-002797,14/12/2022 06:34,S1003,C00512,P2160,Tienda,Tarjeta,2x1,2,812.22,0.0,1624.44,211.18,1413.26,418.28,0,,
2022-002798,16/06/2022 09:30,S1020,C00026,P2103,Web,Transferencia,2x1,4,403.65,0.05,1614.6,242.19,1372.41,274.37,0,,
2022-002799,27/02/2022 05:38,S1027,C00092,P2005,Call Center,Tarjeta,Promo 10%,4,545.93,0.0,2183.72,327.56,1856.16,390.45,0,,
2022-002800,26/07/2022 21:36,S1020,C00485,P2114,Web,Efectivo,Black Friday,2,526.3,0.05,1052.6,157.89,894.71,274.57,0,,
2022-002801,13/09/2022 23:15,S1030,C00099,P2145,Call Center,Transferencia,Promo 15%,2,118.01,0.0,236.02,35.4,200.62,77.61,0,,
2022-002802,12/10/2022 02:10,S1036,C00515,P2119,Call Center,Tarjeta,2x1,2,648.62,0.15,1297.24,194.59,1102.65,363.73,0,,
2022-002803,30/11/2022 08:01,S1019,C00598,P2133,Call Center,Tarjeta,2x1,1,52.59,0.0,52.59,7.89,44.7,38.56,0,,
2022-002804,23/05/2022 06:16,S1037,C00494,P2085,Tienda,Transferencia,Promo 15%,1,24.82,0.2,24.82,3.23,21.59,20.07,0,,
2022-002805,14/02/2022 15:11,S1005,C00104,P2085,Marketplace,Transferencia,Sin Promo,1,24.82,0.2,24.82,3.23,21.59,20.07,0,,
2022-002806,05/04/2022 15:39,S1032,C00610,P2132,Web,Billetera Digital,2x1,1,321.61,0.0,321.61,48.24,273.37,220.13,1,,
2022-002807,02/11/2022 10:24,S1042,C00660,P2120,Marketplace,Tarjeta,Cyber Week,3,199.5,0.0,598.5,77.81,520.69,113.2,1,,
2022-002808,21/10/2022 04:10,S1013,C00248,P2056,Call Center,Billetera Digital,Sin Promo,3,753.9,0.15,2261.7,271.4,1990.3,417.23,0,,
2022-002809,01/11/2022 18:25,S1015,C00263,P2105,Web,Tarjeta,Black Friday,2,642.34,0.05,1284.68,154.16,1130.52,320.12,0,,
2022-002810,08/10/2022 07:00,S1027,C00798,P2026,Call Center,Transferencia,Cyber Week,2,413.93,0.1,827.86,124.18,703.68,230.43,0,,
2022-002811,09/06/2022 06:19,S1044,C00097,P2115,Call Center,Tarjeta,Cyber Week,3,316.68,0.15,950.04,123.51,826.53,201.2,0,,
2022-002812,25/05/2022 04:24,S1001,C00744,P2132,Marketplace,Tarjeta,Promo 10%,1,321.61,0.0,321.61,41.81,279.8,220.13,0,,
2022-002813,22/12/2022 04:30,S1029,C00186,P2100,Marketplace,Efectivo,Promo 15%,1,571.97,0.0,571.97,85.8,486.17,422.9,0,,
2022-002814,24/06/2022 14:01,S1009,C00568,P2089,Web,Financiamiento,Cyber Week,1,736.54,0.0,736.54,95.75,640.79,351.93,0,,
2022-002815,15/02/2022 07:33,S1006,C00104,P2053,Marketplace,Transferencia,Sin Promo,2,934.5,0.0,1869.0,242.97,1626.03,436.17,0,,
2022-002816,22/10/2022 12:48,S1039,C00611,P2097,Marketplace,Efectivo,2x1,1,521.13,0.0,521.13,67.75,453.38,298.37,0,,
2022-002817,04/01/2022 13:23,S1031,C00268,P2095,Tienda,Billetera Digital,Promo 15%,1,656.94,0.1,656.94,98.54,558.4,368.2,1,,
2022-002818,27/09/2022 06:15,S1039,C00064,P2035,Web,Financiamiento,Sin Promo,2,861.27,0.05,1722.54,223.93,1498.61,418.3,0,,
2022-002819,20/07/2022 06:51,S1042,C00652,P2062,Web,Billetera Digital,Promo 10%,1,111.89,0.0,111.89,14.55,97.34,74.21,0,,
2022-002820,29/09/2022 03:50,S1036,C00331,P2058,Web,Financiamiento,2x1,3,465.91,0.0,1397.73,209.66,1188.07,324.41,0,,
2022-002821,20/08/2022 09:00,S1025,C00315,P2085,Web,Financiamiento,2x1,1,29.47,0.05,29.47,4.42,25.05,20.07,1,,
2022-002822,08/08/2022 15:58,S1016,C00374,P2021,Marketplace,Billetera Digital,Black Friday,1,395.52,0.1,395.52,47.46,348.06,239.98,0,,
2022-002823,25/10/2022 23:06,S1043,C00382,P2085,Call Center,Billetera Digital,2x1,3,24.82,0.2,74.46,9.68,64.78,20.07,1,,
2022-002824,28/12/2022 16:40,S1013,C00167,P2022,Web,Billetera Digital,Promo 15%,3,404.94,0.1,1214.82,145.78,1069.04,325.44,0,,
2022-002825,07/11/2022 22:13,S1038,C00586,P2149,Web,Financiamiento,2x1,1,224.81,0.0,224.81,29.23,195.58,173.08,0,,
2022-002826,23/11/2022 18:01,S1042,C00413,P2098,Call Center,Financiamiento,Black Friday,1,516.06,0.2,516.06,67.09,448.97,389.5,0,,
2022-002827,30/12/2022 21:58,S1041,C00650,P2114,Marketplace,Efectivo,2x1,5,554.0,0.0,2770.0,360.1,2409.9,274.57,1,,
2022-002828,05/08/2022 15:59,S1015,C00405,P2077,Web,Tarjeta,Promo 10%,2,794.69,0.0,1589.38,190.73,1398.65,400.81,0,,
2022-002829,23/07/2022 04:29,S1001,C00458,P2157,Web,Tarjeta,2x1,4,189.87,0.15,759.48,98.73,660.75,118.28,0,,
2022-002830,02/11/2022 00:32,S1018,C00592,P2156,Tienda,Efectivo,Black Friday,1,81.43,0.0,81.43,9.77,71.66,55.02,1,,
2022-002831,01/10/2022 08:04,S1017,C00196,P2125,Marketplace,Tarjeta,Black Friday,1,344.65,0.0,344.65,41.36,303.29,235.01,0,,
2022-002832,23/02/2022 14:29,S1031,C00651,P2069,Tienda,Efectivo,Promo 10%,1,172.4,0.1,172.4,25.86,146.54,145.02,0,,
2022-002833,11/03/2022 19:34,S1016,C00573,P2147,Web,Billetera Digital,Black Friday,1,548.18,0.0,548.18,65.78,482.4,299.7,1,,
2022-002834,11/11/2022 23:27,S1042,C00532,P2039,Tienda,Tarjeta,Promo 15%,4,477.0,0.0,1908.0,248.04,1659.96,251.05,0,,
2022-002835,09/12/2022 08:46,S1036,C00796,P2020,Tienda,Transferencia,2x1,2,44.42,0.1,88.84,13.33,75.51,32.33,0,,
2022-002836,14/05/2022 03:09,S1032,C00467,P2147,Tienda,Tarjeta,Cyber Week,4,493.36,0.1,1973.44,296.02,1677.42,299.7,0,,
2022-002837,07/08/2022 00:26,S1011,C00375,P2131,Web,Efectivo,Cyber Week,2,157.54,0.2,315.08,37.81,277.27,119.6,0,,
2022-002838,30/06/2022 02:10,S1003,C00042,P2027,Web,Financiamiento,Cyber Week,1,331.73,0.0,331.73,43.12,288.61,230.42,0,,
2022-002839,15/03/2022 11:19,S1045,C00323,P2038,Web,Efectivo,Promo 15%,4,132.95,0.05,531.8,69.13,462.67,104.22,0,,
2022-002840,23/11/2022 20:02,S1022,C00501,P2016,Call Center,Tarjeta,Promo 10%,6,172.59,0.0,1035.54,155.33,880.21,121.18,0,,
2022-002841,23/01/2022 15:08,S1013,C00126,P2044,Marketplace,Tarjeta,Sin Promo,1,454.08,0.0,454.08,54.49,399.59,214.81,0,,
2022-002842,03/09/2022 22:20,S1002,C00543,P2087,Tienda,Financiamiento,Promo 10%,4,307.59,0.05,1230.36,159.95,1070.41,166.63,1,,
2022-002843,11/11/2022 19:03,S1020,C00706,P2078,Call Center,Transferencia,Promo 10%,1,149.09,0.1,149.09,22.36,126.73,125.47,0,,
2022-002844,29/09/2022 14:24,S1002,C00695,P2093,Tienda,Billetera Digital,Promo 10%,1,147.96,0.0,147.96,19.23,128.73,75.0,0,,
2022-002845,10/10/2022 03:23,S1045,C00381,P2033,Web,Tarjeta,Promo 15%,3,72.32,0.1,216.96,28.2,188.76,61.26,0,,
2022-002846,15/08/2022 08:13,S1026,C00358,P2072,Tienda,Billetera Digital,Cyber Week,2,604.62,0.0,1209.24,181.39,1027.85,420.23,0,,
2022-002847,12/02/2022 10:12,S1034,C00045,P2054,Tienda,Efectivo,Black Friday,3,416.95,0.1,1250.85,187.63,1063.22,220.6,0,,
2022-002848,05/11/2022 05:38,S1026,C00483,P2058,Marketplace,Financiamiento,Promo 10%,1,465.91,0.0,465.91,69.89,396.02,324.41,0,,
2022-002849,21/01/2022 17:33,S1022,C00782,P2013,Marketplace,Financiamiento,Promo 15%,1,200.2,0.0,200.2,30.03,170.17,98.1,0,,
2022-002850,17/06/2022 23:47,S1002,C00463,P2011,Web,Tarjeta,Promo 10%,2,353.45,0.1,706.9,91.9,615.0,309.34,0,,
2022-002851,25/08/2022 08:18,S1023,C00264,P2046,Web,Efectivo,Black Friday,2,362.57,0.0,725.14,108.77,616.37,192.92,0,,
2022-002852,30/03/2022 04:55,S1037,C00668,P2128,Web,Transferencia,Promo 15%,2,473.78,0.15,947.56,123.18,824.38,269.57,0,,
2022-002853,27/02/2022 10:48,S1017,C00385,P2017,Web,Billetera Digital,Cyber Week,2,224.24,0.2,448.48,53.82,394.66,182.13,0,,
2022-002854,08/09/2022 13:23,S1028,C00533,P2151,Tienda,Billetera Digital,Black Friday,1,209.24,0.15,209.24,31.39,177.85,116.51,0,,
2022-002855,09/06/2022 13:08,S1001,C00400,P2156,Tienda,Tarjeta,2x1,2,77.36,0.05,154.72,20.11,134.61,55.02,1,,
2022-002856,21/10/2022 06:19,S1028,C00540,P2092,Call Center,Efectivo,2x1,3,802.49,0.0,2407.47,361.12,2046.35,416.32,0,,
2022-002857,03/11/2022 19:03,S1017,C00719,P2083,Marketplace,Transferencia,Cyber Week,1,418.74,0.2,418.74,50.25,368.49,334.59,1,,
2022-002858,07/07/2022 23:36,S1033,C00767,P2038,Marketplace,Billetera Digital,Promo 10%,1,111.96,0.2,111.96,16.79,95.17,104.22,0,,
2022-002859,10/09/2022 13:08,S1012,C00313,P2041,Call Center,Financiamiento,Sin Promo,1,37.22,0.2,37.22,4.47,32.75,34.06,0,,
2022-002860,25/10/2022 01:58,S1023,C00413,P2009,Call Center,Efectivo,Sin Promo,3,523.01,0.0,1569.03,235.35,1333.68,287.2,1,,
2022-002861,09/02/2022 08:15,S1044,C00004,P2098,Tienda,Transferencia,Promo 10%,3,580.57,0.1,1741.71,226.42,1515.29,389.5,0,,
2022-002862,02/05/2022 04:00,S1044,C00086,P2040,Call Center,Billetera Digital,2x1,3,59.49,0.0,178.47,23.2,155.27,35.66,0,,
2022-002863,10/01/2022 04:12,S1021,C00230,P2160,Call Center,Tarjeta,Sin Promo,1,812.22,0.0,812.22,121.83,690.39,418.28,0,,
2022-002864,13/12/2022 07:16,S1037,C00447,P2072,Marketplace,Efectivo,Sin Promo,6,604.62,0.0,3627.72,471.6,3156.12,420.23,0,,
2022-002865,27/03/2022 06:20,S1033,C00047,P2159,Tienda,Billetera Digital,Promo 10%,3,608.84,0.05,1826.52,273.98,1552.54,434.27,0,,
2022-002866,18/07/2022 10:03,S1010,C00692,P2043,Call Center,Efectivo,Promo 10%,1,297.93,0.05,297.93,35.75,262.18,244.5,0,,
2022-002867,14/07/2022 03:26,S1037,C00342,P2143,Web,Efectivo,Sin Promo,1,157.9,0.1,157.9,20.53,137.37,101.86,0,,
2022-002868,02/02/2022 17:18,S1031,C00773,P2130,Tienda,Billetera Digital,Black Friday,1,666.23,0.05,666.23,99.93,566.3,404.15,0,,
2022-002869,12/06/2022 16:56,S1015,C00312,P2137,Tienda,Transferencia,Sin Promo,4,428.74,0.0,1714.96,205.8,1509.16,246.0,0,,
2022-002870,07/12/2022 23:11,S1023,C00135,P2074,Tienda,Billetera Digital,Cyber Week,2,281.27,0.0,562.54,84.38,478.16,138.92,0,,
2022-002871,03/01/2022 12:06,S1001,C00646,P2015,Web,Transferencia,Promo 10%,1,165.08,0.05,165.08,21.46,143.62,122.14,0,,
2022-002872,26/04/2022 13:16,S1045,C00449,P2112,Call Center,Financiamiento,Promo 10%,2,361.76,0.0,723.52,94.06,629.46,257.82,0,,
2022-002873,04/04/2022 09:36,S1044,C00208,P2073,Tienda,Efectivo,Cyber Week,1,139.88,0.15,139.88,18.18,121.7,131.1,0,,
2022-002874,27/09/2022 13:42,S1018,C00727,P2004,Tienda,Financiamiento,2x1,2,543.65,0.0,1087.3,130.48,956.82,298.92,0,,
2022-002875,05/08/2022 00:47,S1045,C00731,P2090,Web,Efectivo,Promo 15%,1,111.49,0.1,111.49,14.49,97.0,72.93,0,,
2022-002876,14/08/2022 16:09,S1004,C00248,P2027,Marketplace,Billetera Digital,Sin Promo,1,281.97,0.15,281.97,36.66,245.31,230.42,0,,
2022-002877,30/08/2022 03:06,S1024,C00066,P2154,Web,Efectivo,Cyber Week,2,733.21,0.0,1466.42,219.96,1246.46,427.53,0,,
2022-002878,16/12/2022 22:43,S1036,C00767,P2056,Call Center,Transferencia,Promo 10%,4,709.55,0.2,2838.2,425.73,2412.47,417.23,0,,
2022-002879,04/03/2022 11:30,S1022,C00452,P2102,Tienda,Financiamiento,Cyber Week,2,450.78,0.1,901.56,135.23,766.33,270.07,0,,
2022-002880,08/05/2022 03:35,S1031,C00272,P2010,Marketplace,Tarjeta,Sin Promo,2,404.09,0.0,808.18,121.23,686.95,210.17,0,,
2022-002881,13/05/2022 05:54,S1031,C00182,P2095,Web,Transferencia,Cyber Week,3,729.93,0.0,2189.79,328.47,1861.32,368.2,0,,
2022-002882,09/06/2022 13:15,S1043,C00621,P2103,Call Center,Efectivo,Sin Promo,4,403.65,0.05,1614.6,209.9,1404.7,274.37,1,,
2022-002883,15/04/2022 16:09,S1029,C00027,P2131,Call Center,Transferencia,Sin Promo,1,167.39,0.15,167.39,25.11,142.28,119.6,0,,
2022-002884,01/01/2022 14:55,S1013,C00551,P2074,Marketplace,Transferencia,Cyber Week,1,281.27,0.0,281.27,33.75,247.52,138.92,0,,
2022-002885,05/10/2022 12:48,S1016,C00115,P2036,Tienda,Efectivo,Promo 15%,2,230.9,0.2,461.8,55.42,406.38,143.03,0,,
2022-002886,04/03/2022 23:38,S1037,C00312,P2094,Call Center,Financiamiento,Sin Promo,6,700.79,0.0,4204.74,546.62,3658.12,392.99,0,,
2022-002887,15/01/2022 14:05,S1007,C00424,P2066,Tienda,Tarjeta,Sin Promo,1,446.0,0.15,446.0,57.98,388.02,297.19,1,,
2022-002888,06/03/2022 16:27,S1013,C00444,P2160,Tienda,Billetera Digital,Cyber Week,1,812.22,0.0,812.22,97.47,714.75,418.28,1,,
2022-002889,14/02/2022 16:34,S1006,C00700,P2091,Marketplace,Financiamiento,Black Friday,1,541.5,0.0,541.5,70.39,471.11,397.11,0,,
2022-002890,03/07/2022 15:21,S1011,C00775,P2122,Tienda,Billetera Digital,Sin Promo,1,681.62,0.0,681.62,81.79,599.83,324.38,1,,
2022-002891,29/11/2022 11:32,S1019,C00423,P2016,Call Center,Tarjeta,Cyber Week,1,172.59,0.0,172.59,25.89,146.7,121.18,0,,
2022-002892,11/10/2022 05:24,S1014,C00521,P2005,Tienda,Financiamiento,Promo 15%,4,545.93,0.0,2183.72,262.05,1921.67,390.45,0,,
2022-002893,19/05/2022 06:16,S1031,C00187,P2010,Tienda,Tarjeta,Promo 15%,1,343.48,0.15,343.48,51.52,291.96,210.17,0,,
2022-002894,12/06/2022 10:37,S1037,C00225,P2071,Web,Transferencia,Black Friday,2,459.39,0.05,918.78,119.44,799.34,243.78,0,,
2022-002895,06/03/2022 08:19,S1041,C00449,P2006,Call Center,Transferencia,Promo 10%,5,402.01,0.0,2010.05,261.31,1748.74,287.52,1,,
2022-002896,07/02/2022 02:53,S1010,C00717,P2020,Marketplace,Financiamiento,Sin Promo,2,44.42,0.1,88.84,10.66,78.18,32.33,0,,
2022-002897,23/09/2022 21:45,S1016,C00134,P2081,Marketplace,Billetera Digital,Promo 10%,3,399.31,0.0,1197.93,143.75,1054.18,192.91,0,,
2022-002898,23/05/2022 15:23,S1031,C00253,P2061,Tienda,Financiamiento,Promo 15%,1,42.68,0.0,42.68,6.4,36.28,26.36,0,,
2022-002899,12/05/2022 11:49,S1045,C00717,P2138,Tienda,Financiamiento,Promo 15%,1,720.1,0.0,720.1,93.61,626.49,375.47,0,,
2022-002900,11/06/2022 00:20,S1017,C00483,P2078,Marketplace,Transferencia,Sin Promo,2,132.53,0.2,265.06,31.81,233.25,125.47,0,,
2022-002901,20/12/2022 07:45,S1018,C00531,P2094,Tienda,Efectivo,Cyber Week,2,595.67,0.15,1191.34,142.96,1048.38,392.99,1,,
2022-002902,29/05/2022 23:19,S1040,C00798,P2089,Web,Tarjeta,Cyber Week,2,589.23,0.2,1178.46,153.2,1025.26,351.93,0,,
2022-002903,12/09/2022 19:46,S1039,C00422,P2061,Tienda,Financiamiento,Black Friday,2,36.28,0.15,72.56,9.43,63.13,26.36,0,,
2022-002904,23/10/2022 11:41,S1010,C00462,P2154,Tienda,Tarjeta,Black Friday,2,696.55,0.05,1393.1,167.17,1225.93,427.53,0,,
2022-002905,27/04/2022 00:29,S1041,C00323,P2071,Marketplace,Transferencia,Cyber Week,1,411.03,0.15,411.03,53.43,357.6,243.78,0,,
2022-002906,08/09/2022 11:09,S1001,C00506,P2023,Web,Transferencia,Cyber Week,3,529.75,0.0,1589.25,206.6,1382.65,346.8,0,,
2022-002907,10/07/2022 23:49,S1031,C00113,P2123,Call Center,Efectivo,2x1,3,140.09,0.2,420.27,63.04,357.23,112.82,0,,
2022-002908,02/09/2022 01:15,S1025,C00677,P2027,Marketplace,Efectivo,Promo 15%,1,315.14,0.05,315.14,47.27,267.87,230.42,0,,
2022-002909,09/02/2022 17:36,S1027,C00441,P2147,Tienda,Transferencia,Sin Promo,3,548.18,0.0,1644.54,246.68,1397.86,299.7,0,,
2022-002910,20/04/2022 17:14,S1031,C00655,P2113,Tienda,Billetera Digital,Promo 15%,1,253.0,0.15,253.0,37.95,215.05,139.53,0,,
2022-002911,23/07/2022 20:16,S1033,C00317,P2021,Marketplace,Tarjeta,Cyber Week,2,417.5,0.05,835.0,125.25,709.75,239.98,0,,
2022-002912,03/07/2022 06:09,S1028,C00621,P2152,Marketplace,Tarjeta,Black Friday,2,499.51,0.0,999.02,149.85,849.17,338.06,0,,
2022-002913,05/09/2022 20:46,S1041,C00489,P2145,Marketplace,Financiamiento,Cyber Week,1,118.01,0.0,118.01,15.34,102.67,77.61,0,,
2022-002914,19/07/2022 14:29,S1010,C00466,P2046,Web,Billetera Digital,Black Friday,2,344.44,0.05,688.88,82.67,606.21,192.92,1,,
2022-002915,30/03/2022 10:29,S1038,C00600,P2116,Tienda,Tarjeta,Black Friday,1,632.31,0.15,632.31,82.2,550.11,358.01,0,,
2022-002916,18/05/2022 01:16,S1028,C00031,P2045,Call Center,Efectivo,Cyber Week,3,58.57,0.15,175.71,26.36,149.35,46.07,0,,
2022-002917,20/09/2022 23:31,S1007,C00193,P2100,Tienda,Billetera Digital,Black Friday,4,514.77,0.1,2059.08,267.68,1791.4,422.9,1,,
2022-002918,02/12/2022 01:57,S1026,C00774,P2059,Web,Tarjeta,Sin Promo,1,104.57,0.2,104.57,15.69,88.88,101.09,0,,
2022-002919,08/12/2022 04:17,S1045,C00473,P2102,Marketplace,Billetera Digital,Promo 10%,2,450.78,0.1,901.56,117.2,784.36,270.07,0,,
2022-002920,18/03/2022 05:49,S1039,C00673,P2156,Web,Transferencia,2x1,1,81.43,0.0,81.43,10.59,70.84,55.02,0,,
2022-002921,13/09/2022 04:59,S1044,C00683,P2131,Web,Billetera Digital,Promo 15%,1,157.54,0.2,157.54,20.48,137.06,119.6,0,,
2022-002922,05/03/2022 15:27,S1023,C00280,P2082,Tienda,Transferencia,Sin Promo,1,267.35,0.05,267.35,40.1,227.25,152.77,0,,
2022-002923,23/05/2022 06:21,S1042,C00356,P2055,Call Center,Efectivo,Promo 10%,2,119.65,0.15,239.3,31.11,208.19,77.43,0,,
2022-002924,11/06/2022 23:41,S1018,C00198,P2143,Call Center,Transferencia,Promo 10%,2,149.12,0.15,298.24,35.79,262.45,101.86,0,,
2022-002925,13/12/2022 11:16,S1041,C00148,P2069,Marketplace,Efectivo,Sin Promo,3,191.55,0.0,574.65,74.7,499.95,145.02,0,,
2022-002926,01/11/2022 08:40,S1045,C00383,P2119,Tienda,Transferencia,Cyber Week,4,763.08,0.0,3052.32,396.8,2655.52,363.73,0,,
2022-002927,22/08/2022 02:23,S1001,C00186,P2071,Marketplace,Efectivo,Promo 15%,2,435.21,0.1,870.42,113.15,757.27,243.78,0,,
2022-002928,06/12/2022 11:59,S1026,C00762,P2053,Marketplace,Efectivo,Cyber Week,6,934.5,0.0,5607.0,841.05,4765.95,436.17,0,,
2022-002929,22/10/2022 13:15,S1024,C00753,P2132,Call Center,Financiamiento,Black Friday,1,257.29,0.2,257.29,38.59,218.7,220.13,1,,
2022-002930,07/11/2022 08:08,S1037,C00360,P2113,Web,Financiamiento,Promo 10%,1,253.0,0.15,253.0,32.89,220.11,139.53,0,,
2022-002931,27/10/2022 12:40,S1025,C00520,P2125,Tienda,Financiamiento,Cyber Week,2,344.65,0.0,689.3,103.39,585.91,235.01,0,,
2022-002932,07/03/2022 21:13,S1012,C00487,P2123,Marketplace,Tarjeta,Sin Promo,1,175.11,0.0,175.11,21.01,154.1,112.82,1,,
2022-002933,22/11/2022 02:40,S1008,C00169,P2118,Tienda,Tarjeta,Sin Promo,1,65.15,0.0,65.15,8.47,56.68,45.65,0,,
2022-002934,18/06/2022 06:50,S1035,C00468,P2083,Tienda,Efectivo,Promo 15%,1,418.74,0.2,418.74,62.81,355.93,334.59,0,,
2022-002935,23/10/2022 10:09,S1033,C00455,P2025,Marketplace,Tarjeta,Promo 10%,5,531.42,0.2,2657.1,398.56,2258.54,394.63,0,,
2022-002936,13/03/2022 04:35,S1027,C00049,P2147,Web,Tarjeta,Black Friday,1,438.54,0.2,438.54,65.78,372.76,299.7,0,,
2022-002937,08/05/2022 19:04,S1033,C00525,P2139,Call Center,Tarjeta,Cyber Week,3,17.24,0.15,51.72,7.76,43.96,12.71,0,,
2022-002938,05/06/2022 07:32,S1025,C00469,P2093,Tienda,Efectivo,2x1,2,118.37,0.2,236.74,35.51,201.23,75.0,0,,
2022-002939,27/09/2022 12:51,S1020,C00134,P2064,Web,Financiamiento,Black Friday,2,86.74,0.05,173.48,26.02,147.46,57.47,0,,
2022-002940,05/03/2022 08:11,S1011,C00275,P2027,Call Center,Billetera Digital,Promo 10%,5,331.73,0.0,1658.65,199.04,1459.61,230.42,0,,
2022-002941,12/07/2022 23:38,S1043,C00640,P2019,Web,Financiamiento,Sin Promo,1,471.27,0.0,471.27,61.27,410.0,283.84,0,,
2022-002942,24/02/2022 22:44,S1031,C00324,P2044,Marketplace,Transferencia,Cyber Week,1,431.38,0.05,431.38,64.71,366.67,214.81,0,,
2022-002943,06/10/2022 20:21,S1011,C00450,P2090,Web,Billetera Digital,Sin Promo,3,99.1,0.2,297.3,35.68,261.62,72.93,0,,
2022-002944,16/08/2022 23:13,S1025,C00597,P2051,Call Center,Efectivo,Black Friday,1,727.14,0.15,727.14,109.07,618.07,394.02,0,,
2022-002945,19/02/2022 08:07,S1027,C00154,P2015,Tienda,Transferencia,Black Friday,3,165.08,0.05,495.24,74.29,420.95,122.14,0,,
2022-002946,22/07/2022 06:09,S1021,C00645,P2067,Marketplace,Transferencia,Sin Promo,1,582.45,0.0,582.45,87.37,495.08,420.88,0,,
2022-002947,07/09/2022 00:33,S1041,C00320,P2002,Marketplace,Transferencia,Cyber Week,1,290.16,0.0,290.16,37.72,252.44,134.76,0,,
2022-002948,23/09/2022 04:44,S1041,C00088,P2140,Tienda,Tarjeta,Black Friday,4,14.41,0.0,57.64,7.49,50.15,6.63,0,,
2022-002949,08/12/2022 20:13,S1001,C00017,P2086,Web,Billetera Digital,Promo 15%,3,98.28,0.1,294.84,38.33,256.51,70.05,0,,
2022-002950,11/03/2022 19:28,S1036,C00683,P2147,Web,Transferencia,Black Friday,1,520.77,0.05,520.77,78.12,442.65,299.7,0,,
2022-002951,01/07/2022 07:58,S1025,C00263,P2046,Call Center,Transferencia,Sin Promo,2,362.57,0.0,725.14,108.77,616.37,192.92,0,,
2022-002952,01/05/2022 07:52,S1001,C00681,P2024,Tienda,Financiamiento,2x1,3,300.46,0.05,901.38,117.18,784.2,197.91,0,,
2022-002953,15/12/2022 17:57,S1021,C00189,P2017,Call Center,Efectivo,Promo 10%,1,238.25,0.15,238.25,35.74,202.51,182.13,0,,
2022-002954,21/02/2022 20:51,S1030,C00348,P2019,Call Center,Tarjeta,Sin Promo,3,471.27,0.0,1413.81,212.07,1201.74,283.84,0,,
2022-002955,20/06/2022 12:16,S1038,C00408,P2106,Web,Financiamiento,Promo 10%,3,461.42,0.0,1384.26,179.95,1204.31,310.34,1,,
2022-002956,28/02/2022 06:55,S1039,C00772,P2113,Web,Financiamiento,2x1,1,297.65,0.0,297.65,38.69,258.96,139.53,0,,
2022-002957,09/02/2022 16:59,S1007,C00607,P2104,Call Center,Billetera Digital,Cyber Week,1,702.23,0.0,702.23,91.29,610.94,405.18,1,,
2022-002958,19/04/2022 01:00,S1040,C00277,P2144,Web,Tarjeta,Sin Promo,1,218.0,0.2,218.0,28.34,189.66,177.43,0,,
2022-002959,09/07/2022 18:50,S1034,C00268,P2012,Web,Tarjeta,2x1,1,748.91,0.05,748.91,112.34,636.57,363.05,0,,
2022-002960,19/05/2022 16:20,S1006,C00608,P2127,Web,Transferencia,2x1,5,732.66,0.0,3663.3,476.23,3187.07,361.43,0,,
2022-002961,19/05/2022 17:24,S1034,C00196,P2014,Marketplace,Tarjeta,2x1,1,430.19,0.0,430.19,64.53,365.66,296.33,0,,
2022-002962,10/03/2022 20:57,S1021,C00658,P2056,Marketplace,Efectivo,2x1,2,886.94,0.0,1773.88,266.08,1507.8,417.23,0,,
2022-002963,16/11/2022 23:08,S1023,C00712,P2036,Call Center,Efectivo,Cyber Week,1,288.63,0.0,288.63,43.29,245.34,143.03,1,,
2022-002964,18/01/2022 22:37,S1021,C00261,P2145,Tienda,Efectivo,Promo 15%,1,106.21,0.1,106.21,15.93,90.28,77.61,1,,
