REPORTE,TRANSACTIONID,DATE,STOREID,CUSTOMERID,PRODUCTID,CHANNEL,PAYMENTMETHOD,PROMOTION,QUANTITY,UNITPRICE,DISCOUNTPCT,GROSSSALES,TAXAMOUNT,NETSALES,UNITCOST,RETURNFLAG
RETAILMAX S.A. - VENTAS 2021,2021-001994,2021-05-14 11:24:58,S1039,C00621,P2082,Tienda,Tarjeta,Black Friday,3,281.42,0.0,844.26,109.75,734.51,152.77,0
RETAILMAX S.A. - VENTAS 2021,2021-001995,2021-11-03 06:34:29,S1044,C00323,P2051,Call Center,Transferencia,Promo 10%,1,727.14,0.15,727.14,94.53,632.61,394.02,1
RETAILMAX S.A. - VENTAS 2021,2021-001996,2021-07-15 01:37:11,S1039,C00624,P2031,Call Center,Tarjeta,2x1,1,203.6,0.0,203.6,26.47,177.13,111.43,1
RETAILMAX S.A. - VENTAS 2021,2021-001997,2021-02-01 08:16:02,S1009,C00246,P2053,Call Center,Efectivo,2x1,3,841.05,0.1,2523.15,328.01,2195.14,436.17,0
RETAILMAX S.A. - VENTAS 2021,2021-001998,2021-05-08 14:57:23,S1001,C00637,P2111,Web,Tarjeta,Black Friday,5,248.3,0.15,1241.5,161.4,1080.1,191.52,0
RETAILMAX S.A. - VENTAS 2021,2021-001999,2021-05-14 11:55:46,S1010,C00189,P2082,Call Center,Financiamiento,Sin Promo,1,281.42,0.0,281.42,33.77,247.65,152.77,0
RETAILMAX S.A. - VENTAS 2021,2021-002000,2021-01-13 21:37:52,S1026,C00447,P2152,Marketplace,Efectivo,Promo 15%,2,449.56,0.1,899.12,134.87,764.25,338.06,0
RETAILMAX S.A. - VENTAS 2021,2021-002001,2021-10-25 09:06:36,S1015,C00191,P2057,Call Center,Financiamiento,Cyber Week,1,419.8,0.0,419.8,50.38,369.42,314.68,0
RETAILMAX S.A. - VENTAS 2021,2021-002002,2021-10-13 22:19:58,S1012,C00514,P2026,Call Center,Tarjeta,Promo 15%,2,436.92,0.05,873.84,104.86,768.98,230.43,0
RETAILMAX S.A. - VENTAS 2021,2021-002003,2021-05-15 05:53:31,S1023,C00700,P2076,Marketplace,Transferencia,2x1,1,78.02,0.2,78.02,11.7,66.32,50.2,0
RETAILMAX S.A. - VENTAS 2021,2021-002004,2021-09-08 16:07:57,S1031,C00553,P2059,Call Center,Transferencia,Promo 15%,1,130.71,0.0,130.71,19.61,111.1,101.09,0
RETAILMAX S.A. - VENTAS 2021,2021-002005,2021-04-09 18:26:17,S1014,C00590,P2034,Call Center,Efectivo,Promo 10%,3,262.95,0.0,788.85,94.66,694.19,122.22,0
RETAILMAX S.A. - VENTAS 2021,2021-002006,2021-05-13 14:43:30,S1039,C00621,P2011,Web,Efectivo,2x1,4,314.18,0.2,1256.72,163.37,1093.35,309.34,0
RETAILMAX S.A. - VENTAS 2021,2021-002007,2021-12-25 10:31:44,S1024,C00705,P2050,Marketplace,Billetera Digital,Black Friday,1,260.25,0.05,260.25,39.04,221.21,192.16,0
RETAILMAX S.A. - VENTAS 2021,2021-002008,2021-04-28 01:57:18,S1007,C00374,P2004,Call Center,Efectivo,Promo 10%,1,462.1,0.15,462.1,60.07,402.03,298.92,0
RETAILMAX S.A. - VENTAS 2021,2021-002009,2021-03-31 05:32:23,S1005,C00169,P2137,Call Center,Financiamiento,2x1,1,342.99,0.2,342.99,44.59,298.4,246.0,1
RETAILMAX S.A. - VENTAS 2021,2021-002010,2021-12-03 17:15:21,S1026,C00122,P2121,Marketplace,Billetera Digital,Sin Promo,1,417.78,0.0,417.78,62.67,355.11,207.12,0
RETAILMAX S.A. - VENTAS 2021,2021-002011,2021-01-15 03:46:26,S1002,C00403,P2034,Tienda,Tarjeta,Promo 15%,1,262.95,0.0,262.95,34.18,228.77,122.22,0
RETAILMAX S.A. - VENTAS 2021,2021-002012,2021-05-09 19:25:14,S1030,C00194,P2152,Call Center,Tarjeta,Sin Promo,3,424.58,0.15,1273.74,191.06,1082.68,338.06,0
RETAILMAX S.A. - VENTAS 2021,2021-002013,2021-01-08 03:56:41,S1034,C00754,P2143,Call Center,Financiamiento,Cyber Week,2,157.9,0.1,315.8,47.37,268.43,101.86,0
RETAILMAX S.A. - VENTAS 2021,2021-002014,2021-10-14 04:39:17,S1024,C00105,P2118,Web,Billetera Digital,Black Friday,1,65.15,0.0,65.15,9.77,55.38,45.65,0
RETAILMAX S.A. - VENTAS 2021,2021-002015,2021-08-16 00:29:45,S1044,C00208,P2068,Call Center,Efectivo,Cyber Week,5,246.4,0.0,1232.0,160.16,1071.84,122.46,0
RETAILMAX S.A. - VENTAS 2021,2021-002016,2021-05-15 05:58:30,S1027,C00258,P2128,Tienda,Efectivo,Cyber Week,2,529.52,0.05,1059.04,158.86,900.18,269.57,0
RETAILMAX S.A. - VENTAS 2021,2021-002017,2021-03-26 01:56:48,S1023,C00498,P2099,Web,Financiamiento,Promo 15%,1,294.57,0.0,294.57,44.19,250.38,231.19,0
RETAILMAX S.A. - VENTAS 2021,2021-002018,2021-08-09 12:35:14,S1032,C00404,P2067,Call Center,Billetera Digital,Sin Promo,2,495.08,0.15,990.16,148.52,841.64,420.88,0
RETAILMAX S.A. - VENTAS 2021,2021-002019,2021-10-11 12:45:21,S1015,C00334,P2131,Web,Transferencia,Promo 15%,5,167.39,0.15,836.95,100.43,736.52,119.6,0
RETAILMAX S.A. - VENTAS 2021,2021-002020,2021-03-31 11:16:41,S1021,C00326,P2109,Web,Billetera Digital,Promo 15%,1,177.04,0.15,177.04,26.56,150.48,141.94,0
RETAILMAX S.A. - VENTAS 2021,2021-002021,2021-07-05 09:46:13,S1021,C00533,P2069,Call Center,Transferencia,Promo 15%,1,162.82,0.15,162.82,24.42,138.4,145.02,1
RETAILMAX S.A. - VENTAS 2021,2021-002022,2021-07-08 10:23:02,S1029,C00479,P2135,Web,Efectivo,Sin Promo,2,152.93,0.0,305.86,45.88,259.98,71.27,0
RETAILMAX S.A. - VENTAS 2021,2021-002023,2021-03-13 07:02:48,S1020,C00073,P2007,Call Center,Transferencia,Black Friday,1,180.23,0.15,180.23,27.03,153.2,162.45,0
RETAILMAX S.A. - VENTAS 2021,2021-002024,2021-09-09 22:36:08,S1015,C00558,P2148,Call Center,Financiamiento,2x1,3,674.81,0.0,2024.43,242.93,1781.5,390.62,0
RETAILMAX S.A. - VENTAS 2021,2021-002025,2021-05-05 10:41:05,S1019,C00093,P2052,Web,Financiamiento,Promo 10%,2,80.49,0.15,160.98,24.15,136.83,47.67,0
RETAILMAX S.A. - VENTAS 2021,2021-002026,2021-04-09 20:12:36,S1030,C00467,P2125,Web,Tarjeta,2x1,2,292.95,0.15,585.9,87.88,498.02,235.01,0
RETAILMAX S.A. - VENTAS 2021,2021-002027,2021-01-07 23:50:59,S1009,C00648,P2148,Tienda,Billetera Digital,2x1,2,539.85,0.2,1079.7,140.36,939.34,390.62,0
RETAILMAX S.A. - VENTAS 2021,2021-002028,2021-01-22 09:16:54,S1010,C00523,P2114,Web,Tarjeta,2x1,1,470.9,0.15,470.9,56.51,414.39,274.57,0
RETAILMAX S.A. - VENTAS 2021,2021-002029,2021-04-28 11:49:58,S1021,C00541,P2089,Web,Transferencia,Black Friday,3,662.89,0.1,1988.67,298.3,1690.37,351.93,0
RETAILMAX S.A. - VENTAS 2021,2021-002030,2021-06-19 08:21:23,S1002,C00101,P2045,Tienda,Tarjeta,Black Friday,4,68.91,0.0,275.64,35.83,239.81,46.07,0
RETAILMAX S.A. - VENTAS 2021,2021-002031,2021-07-22 16:02:22,S1038,C00001,P2142,Tienda,Financiamiento,Promo 15%,2,493.89,0.0,987.78,128.41,859.37,331.65,0
RETAILMAX S.A. - VENTAS 2021,2021-002032,2021-05-23 09:15:05,S1030,C00164,P2004,Marketplace,Transferencia,Promo 15%,1,462.1,0.15,462.1,69.31,392.79,298.92,0
RETAILMAX S.A. - VENTAS 2021,2021-002033,2021-01-28 19:21:35,S1019,C00774,P2115,Marketplace,Tarjeta,2x1,1,335.31,0.1,335.31,50.3,285.01,201.2,0
RETAILMAX S.A. - VENTAS 2021,2021-002034,2021-11-14 07:55:00,S1027,C00006,P2091,Tienda,Tarjeta,Cyber Week,2,433.2,0.2,866.4,129.96,736.44,397.11,1
RETAILMAX S.A. - VENTAS 2021,2021-002035,2021-11-30 11:40:08,S1020,C00672,P2020,Tienda,Efectivo,Black Friday,1,44.42,0.1,44.42,6.66,37.76,32.33,0
RETAILMAX S.A. - VENTAS 2021,2021-002036,2021-09-15 18:39:33,S1028,C00305,P2081,Call Center,Billetera Digital,Black Friday,2,319.45,0.2,638.9,95.83,543.07,192.91,0
RETAILMAX S.A. - VENTAS 2021,2021-002037,2021-08-06 21:20:50,S1042,C00508,P2077,Web,Billetera Digital,Sin Promo,2,635.75,0.2,1271.5,165.3,1106.2,400.81,0
RETAILMAX S.A. - VENTAS 2021,2021-002038,2021-06-11 17:31:17,S1019,C00239,P2012,Call Center,Tarjeta,Promo 15%,2,788.33,0.0,1576.66,236.5,1340.16,363.05,0
RETAILMAX S.A. - VENTAS 2021,2021-002039,2021-12-15 05:00:26,S1002,C00152,P2027,Tienda,Tarjeta,Cyber Week,1,331.73,0.0,331.73,43.12,288.61,230.42,0
RETAILMAX S.A. - VENTAS 2021,2021-002040,2021-10-04 13:53:02,S1023,C00550,P2142,Marketplace,Efectivo,Promo 10%,3,493.89,0.0,1481.67,222.25,1259.42,331.65,0
RETAILMAX S.A. - VENTAS 2021,2021-002041,2021-11-29 08:14:32,S1019,C00003,P2108,Web,Efectivo,Black Friday,2,283.38,0.0,566.76,85.01,481.75,144.01,0
RETAILMAX S.A. - VENTAS 2021,2021-002042,2021-03-19 04:06:15,S1010,C00613,P2039,Call Center,Tarjeta,2x1,6,405.45,0.15,2432.7,291.92,2140.78,251.05,0
RETAILMAX S.A. - VENTAS 2021,2021-002043,2021-10-18 07:38:56,S1017,C00110,P2015,Tienda,Billetera Digital,Black Friday,6,156.39,0.1,938.34,112.6,825.74,122.14,0
RETAILMAX S.A. - VENTAS 2021,2021-002044,2021-03-27 05:18:17,S1031,C00497,P2076,Tienda,Tarjeta,Promo 10%,1,78.02,0.2,78.02,11.7,66.32,50.2,0
RETAILMAX S.A. - VENTAS 2021,2021-002045,2021-03-31 00:04:36,S1018,C00176,P2018,Call Center,Financiamiento,2x1,1,333.08,0.15,333.08,39.97,293.11,224.11,0
RETAILMAX S.A. - VENTAS 2021,2021-002046,2021-02-28 01:38:58,S1031,C00221,P2112,Call Center,Financiamiento,Sin Promo,4,325.58,0.1,1302.32,195.35,1106.97,257.82,0
RETAILMAX S.A. - VENTAS 2021,2021-002047,2021-10-08 03:02:39,S1034,C00305,P2148,Marketplace,Financiamiento,Sin Promo,3,674.81,0.0,2024.43,303.66,1720.77,390.62,0
RETAILMAX S.A. - VENTAS 2021,2021-002048,2021-02-01 08:33:52,S1024,C00473,P2077,Marketplace,Efectivo,Cyber Week,4,794.69,0.0,3178.76,476.81,2701.95,400.81,0
RETAILMAX S.A. - VENTAS 2021,2021-002049,2021-10-29 18:34:50,S1038,C00595,P2130,Call Center,Transferencia,2x1,3,561.03,0.2,1683.09,218.8,1464.29,404.15,0
RETAILMAX S.A. - VENTAS 2021,2021-002050,2021-11-25 05:02:01,S1042,C00673,P2024,Call Center,Billetera Digital,Promo 15%,1,316.27,0.0,316.27,41.12,275.15,197.91,1
RETAILMAX S.A. - VENTAS 2021,2021-002051,2021-02-20 01:16:10,S1010,C00384,P2093,Tienda,Financiamiento,2x1,1,125.77,0.15,125.77,15.09,110.68,75.0,0
RETAILMAX S.A. - VENTAS 2021,2021-002052,2021-01-02 13:28:24,S1029,C00570,P2115,Marketplace,Billetera Digital,2x1,3,372.57,0.0,1117.71,167.66,950.05,201.2,0
RETAILMAX S.A. - VENTAS 2021,2021-002053,2021-02-08 12:03:58,S1001,C00346,P2154,Tienda,Financiamiento,2x1,1,623.23,0.15,623.23,81.02,542.21,427.53,1
RETAILMAX S.A. - VENTAS 2021,2021-002054,2021-07-19 15:22:03,S1032,C00413,P2031,Tienda,Financiamiento,Promo 15%,1,203.6,0.0,203.6,30.54,173.06,111.43,0
RETAILMAX S.A. - VENTAS 2021,2021-002055,2021-02-14 03:17:15,S1024,C00609,P2044,Marketplace,Tarjeta,2x1,3,454.08,0.0,1362.24,204.34,1157.9,214.81,0
RETAILMAX S.A. - VENTAS 2021,2021-002056,2021-06-15 03:39:42,S1012,C00574,P2017,Marketplace,Billetera Digital,2x1,1,224.24,0.2,224.24,26.91,197.33,182.13,0
RETAILMAX S.A. - VENTAS 2021,2021-002057,2021-09-25 22:23:52,S1032,C00729,P2037,Web,Financiamiento,2x1,1,499.04,0.2,499.04,74.86,424.18,405.23,0
RETAILMAX S.A. - VENTAS 2021,2021-002058,2021-04-14 10:42:41,S1012,C00593,P2027,Call Center,Efectivo,2x1,2,315.14,0.05,630.28,75.63,554.65,230.42,0
RETAILMAX S.A. - VENTAS 2021,2021-002059,2021-08-24 00:33:41,S1007,C00672,P2045,Call Center,Billetera Digital,Black Friday,2,62.02,0.1,124.04,16.13,107.91,46.07,0
RETAILMAX S.A. - VENTAS 2021,2021-002060,2021-11-22 20:35:54,S1043,C00779,P2141,Call Center,Billetera Digital,Sin Promo,1,749.24,0.1,749.24,97.4,651.84,384.64,0
RETAILMAX S.A. - VENTAS 2021,2021-002061,2021-01-16 13:30:27,S1029,C00426,P2112,Web,Transferencia,2x1,3,343.67,0.05,1031.01,154.65,876.36,257.82,0
RETAILMAX S.A. - VENTAS 2021,2021-002062,2021-10-19 16:32:48,S1044,C00599,P2001,Web,Efectivo,Sin Promo,4,95.82,0.0,383.28,49.83,333.45,59.67,0
RETAILMAX S.A. - VENTAS 2021,2021-002063,2021-03-09 15:42:52,S1043,C00283,P2129,Marketplace,Financiamiento,Cyber Week,4,403.96,0.2,1615.84,210.06,1405.78,401.84,0
RETAILMAX S.A. - VENTAS 2021,2021-002064,2021-10-23 20:21:18,S1027,C00224,P2053,Call Center,Tarjeta,Promo 15%,3,934.5,0.0,2803.5,420.52,2382.98,436.17,0
RETAILMAX S.A. - VENTAS 2021,2021-002065,2021-10-11 00:12:46,S1033,C00700,P2067,Marketplace,Efectivo,Sin Promo,3,524.21,0.1,1572.63,235.89,1336.74,420.88,0
RETAILMAX S.A. - VENTAS 2021,2021-002066,2021-07-04 12:13:09,S1035,C00572,P2116,Call Center,Financiamiento,2x1,2,743.9,0.0,1487.8,223.17,1264.63,358.01,0
RETAILMAX S.A. - VENTAS 2021,2021-002067,2021-12-28 03:17:04,S1016,C00220,P2034,Call Center,Transferencia,2x1,2,262.95,0.0,525.9,63.11,462.79,122.22,0
RETAILMAX S.A. - VENTAS 2021,2021-002068,2021-04-05 02:43:01,S1020,C00676,P2105,Web,Transferencia,Sin Promo,1,574.73,0.15,574.73,86.21,488.52,320.12,0
RETAILMAX S.A. - VENTAS 2021,2021-002069,2021-12-31 21:33:43,S1013,C00269,P2062,Call Center,Transferencia,Promo 10%,1,111.89,0.0,111.89,13.43,98.46,74.21,0
RETAILMAX S.A. - VENTAS 2021,2021-002070,2021-03-14 21:57:37,S1033,C00697,P2124,Tienda,Financiamiento,Sin Promo,5,475.69,0.0,2378.45,356.77,2021.68,351.18,1
RETAILMAX S.A. - VENTAS 2021,2021-002071,2021-05-16 13:20:30,S1007,C00368,P2149,Tienda,Billetera Digital,Promo 15%,1,224.81,0.0,224.81,29.23,195.58,173.08,1
RETAILMAX S.A. - VENTAS 2021,2021-002072,2021-05-31 13:34:29,S1021,C00331,P2037,Tienda,Transferencia,2x1,2,499.04,0.2,998.08,149.71,848.37,405.23,0
RETAILMAX S.A. - VENTAS 2021,2021-002073,2021-03-06 00:06:18,S1028,C00203,P2102,Web,Transferencia,2x1,3,500.87,0.0,1502.61,225.39,1277.22,270.07,0
RETAILMAX S.A. - VENTAS 2021,2021-002074,2021-12-30 20:55:03,S1005,C00075,P2090,Tienda,Tarjeta,Cyber Week,1,105.3,0.15,105.3,13.69,91.61,72.93,0
RETAILMAX S.A. - VENTAS 2021,2021-002075,2021-04-23 12:27:29,S1008,C00556,P2046,Call Center,Efectivo,Promo 10%,1,362.57,0.0,362.57,47.13,315.44,192.92,0
RETAILMAX S.A. - VENTAS 2021,2021-002076,2021-05-23 17:06:44,S1032,C00119,P2057,Web,Billetera Digital,Black Friday,6,377.82,0.1,2266.92,340.04,1926.88,314.68,0
RETAILMAX S.A. - VENTAS 2021,2021-002077,2021-05-24 00:11:02,S1038,C00213,P2116,Web,Efectivo,Cyber Week,1,706.7,0.05,706.7,91.87,614.83,358.01,0
RETAILMAX S.A. - VENTAS 2021,2021-002078,2021-08-20 08:45:05,S1033,C00518,P2010,Tienda,Financiamiento,Black Friday,1,383.89,0.05,383.89,57.58,326.31,210.17,0
RETAILMAX S.A. - VENTAS 2021,2021-002079,2021-01-04 17:31:47,S1027,C00510,P2058,Marketplace,Billetera Digital,Cyber Week,1,372.73,0.2,372.73,55.91,316.82,324.41,1
RETAILMAX S.A. - VENTAS 2021,2021-002080,2021-01-31 03:19:48,S1018,C00700,P2031,Tienda,Billetera Digital,Promo 10%,1,203.6,0.0,203.6,24.43,179.17,111.43,0
RETAILMAX S.A. - VENTAS 2021,2021-002081,2021-02-25 23:55:06,S1043,C00470,P2131,Call Center,Tarjeta,Cyber Week,1,196.93,0.0,196.93,25.6,171.33,119.6,0
RETAILMAX S.A. - VENTAS 2021,2021-002082,2021-07-05 08:16:47,S1028,C00568,P2066,Call Center,Tarjeta,Black Friday,5,419.77,0.2,2098.85,314.83,1784.02,297.19,0
RETAILMAX S.A. - VENTAS 2021,2021-002083,2021-04-13 01:35:47,S1003,C00539,P2106,Call Center,Billetera Digital,Promo 15%,1,461.42,0.0,461.42,59.98,401.44,310.34,1
RETAILMAX S.A. - VENTAS 2021,2021-002084,2021-01-08 00:10:03,S1002,C00348,P2134,Tienda,Billetera Digital,Black Friday,5,241.56,0.0,1207.8,157.01,1050.79,153.79,0
RETAILMAX S.A. - VENTAS 2021,2021-002085,2021-10-15 11:54:50,S1008,C00775,P2085,Web,Billetera Digital,Black Friday,2,31.02,0.0,62.04,8.07,53.97,20.07,0
RETAILMAX S.A. - VENTAS 2021,2021-002086,2021-07-31 21:35:38,S1039,C00491,P2144,Call Center,Transferencia,Promo 10%,2,272.5,0.0,545.0,70.85,474.15,177.43,0
RETAILMAX S.A. - VENTAS 2021,2021-002087,2021-05-12 10:09:32,S1010,C00451,P2035,Tienda,Financiamiento,Cyber Week,5,725.28,0.2,3626.4,435.17,3191.23,418.3,0
RETAILMAX S.A. - VENTAS 2021,2021-002088,2021-11-16 18:44:18,S1031,C00752,P2140,Web,Transferencia,Black Friday,4,13.69,0.05,54.76,8.21,46.55,6.63,0
RETAILMAX S.A. - VENTAS 2021,2021-002089,2021-04-20 02:34:29,S1025,C00229,P2061,Tienda,Efectivo,Promo 15%,1,42.68,0.0,42.68,6.4,36.28,26.36,0
RETAILMAX S.A. - VENTAS 2021,2021-002090,2021-12-06 22:14:15,S1030,C00490,P2067,Web,Tarjeta,2x1,1,495.08,0.15,495.08,74.26,420.82,420.88,0
RETAILMAX S.A. - VENTAS 2021,2021-002091,2021-04-20 13:06:18,S1014,C00157,P2027,Web,Transferencia,Promo 10%,2,298.56,0.1,597.12,71.65,525.47,230.42,0
RETAILMAX S.A. - VENTAS 2021,2021-002092,2021-09-29 02:12:06,S1018,C00682,P2148,Call Center,Tarjeta,Cyber Week,1,674.81,0.0,674.81,80.98,593.83,390.62,0
RETAILMAX S.A. - VENTAS 2021,2021-002093,2021-08-18 07:03:16,S1016,C00486,P2021,Marketplace,Transferencia,Black Friday,2,439.47,0.0,878.94,105.47,773.47,239.98,0
RETAILMAX S.A. - VENTAS 2021,2021-002094,2021-04-10 19:55:17,S1040,C00258,P2091,Marketplace,Efectivo,2x1,1,541.5,0.0,541.5,70.39,471.11,397.11,1
RETAILMAX S.A. - VENTAS 2021,2021-002095,2021-06-02 14:46:41,S1013,C00238,P2060,Tienda,Transferencia,Promo 15%,4,344.93,0.1,1379.72,165.57,1214.15,245.82,0
RETAILMAX S.A. - VENTAS 2021,2021-002096,2021-08-17 16:10:39,S1023,C00783,P2001,Tienda,Financiamiento,Promo 15%,4,81.45,0.15,325.8,48.87,276.93,59.67,0
RETAILMAX S.A. - VENTAS 2021,2021-002097,2021-11-14 12:13:02,S1007,C00129,P2041,Call Center,Efectivo,Promo 10%,1,46.52,0.0,46.52,6.05,40.47,34.06,0
RETAILMAX S.A. - VENTAS 2021,2021-002098,2021-04-04 00:21:15,S1039,C00744,P2018,Marketplace,Transferencia,Sin Promo,2,352.67,0.1,705.34,91.69,613.65,224.11,0
RETAILMAX S.A. - VENTAS 2021,2021-002099,2021-09-10 22:53:56,S1037,C00758,P2142,Tienda,Billetera Digital,Sin Promo,2,419.81,0.15,839.62,109.15,730.47,331.65,0
RETAILMAX S.A. - VENTAS 2021,2021-002100,2021-02-21 03:02:02,S1027,C00628,P2140,Call Center,Tarjeta,Black Friday,6,13.69,0.05,82.14,12.32,69.82,6.63,1
RETAILMAX S.A. - VENTAS 2021,2021-002101,2021-01-10 05:10:54,S1004,C00074,P2154,Call Center,Financiamiento,Sin Promo,1,733.21,0.0,733.21,95.32,637.89,427.53,1
RETAILMAX S.A. - VENTAS 2021,2021-002102,2021-12-26 06:26:59,S1012,C00478,P2017,Call Center,Billetera Digital,Promo 15%,1,280.3,0.0,280.3,33.64,246.66,182.13,0
RETAILMAX S.A. - VENTAS 2021,2021-002103,2021-06-11 09:45:33,S1008,C00588,P2029,Web,Tarjeta,Sin Promo,2,491.5,0.0,983.0,127.79,855.21,271.13,1
RETAILMAX S.A. - VENTAS 2021,2021-002104,2021-03-11 06:38:06,S1024,C00599,P2038,Marketplace,Tarjeta,Sin Promo,2,139.95,0.0,279.9,41.98,237.92,104.22,0
RETAILMAX S.A. - VENTAS 2021,2021-002105,2021-08-02 01:50:55,S1015,C00185,P2155,Marketplace,Efectivo,Cyber Week,1,157.33,0.0,157.33,18.88,138.45,71.96,0
RETAILMAX S.A. - VENTAS 2021,2021-002106,2021-06-27 23:50:09,S1044,C00429,P2085,Marketplace,Financiamiento,Cyber Week,2,27.92,0.1,55.84,7.26,48.58,20.07,0
RETAILMAX S.A. - VENTAS 2021,2021-002107,2021-06-23 01:09:53,S1034,C00402,P2100,Call Center,Tarjeta,2x1,2,571.97,0.0,1143.94,171.59,972.35,422.9,1
RETAILMAX S.A. - VENTAS 2021,2021-002108,2021-04-08 04:42:06,S1023,C00180,P2060,Tienda,Transferencia,Cyber Week,2,344.93,0.1,689.86,103.48,586.38,245.82,1
RETAILMAX S.A. - VENTAS 2021,2021-002109,2021-10-30 13:19:52,S1032,C00789,P2086,Tienda,Tarjeta,Sin Promo,2,109.2,0.0,218.4,32.76,185.64,70.05,0
RETAILMAX S.A. - VENTAS 2021,2021-002110,2021-05-28 22:38:52,S1037,C00014,P2138,Tienda,Efectivo,Cyber Week,1,720.1,0.0,720.1,93.61,626.49,375.47,0
RETAILMAX S.A. - VENTAS 2021,2021-002111,2021-03-02 00:06:33,S1011,C00476,P2097,Tienda,Efectivo,2x1,1,521.13,0.0,521.13,62.54,458.59,298.37,0
RETAILMAX S.A. - VENTAS 2021,2021-002112,2021-09-17 22:16:00,S1029,C00344,P2156,Marketplace,Tarjeta,Sin Promo,2,65.14,0.2,130.28,19.54,110.74,55.02,0
RETAILMAX S.A. - VENTAS 2021,2021-002113,2021-06-03 22:49:23,S1035,C00550,P2057,Web,Transferencia,Black Friday,2,419.8,0.0,839.6,125.94,713.66,314.68,0
RETAILMAX S.A. - VENTAS 2021,2021-002114,2021-03-31 19:51:32,S1042,C00429,P2006,Web,Transferencia,Cyber Week,1,321.61,0.2,321.61,41.81,279.8,287.52,0
RETAILMAX S.A. - VENTAS 2021,2021-002115,2021-06-24 05:20:03,S1029,C00322,P2039,Tienda,Tarjeta,Sin Promo,1,453.15,0.05,453.15,67.97,385.18,251.05,0
RETAILMAX S.A. - VENTAS 2021,2021-002116,2021-09-07 20:43:51,S1036,C00628,P2036,Tienda,Financiamiento,Black Friday,5,288.63,0.0,1443.15,216.47,1226.68,143.03,0
RETAILMAX S.A. - VENTAS 2021,2021-002117,2021-10-08 02:08:25,S1024,C00514,P2085,Call Center,Financiamiento,Promo 15%,1,29.47,0.05,29.47,4.42,25.05,20.07,0
RETAILMAX S.A. - VENTAS 2021,2021-002118,2021-12-23 08:47:51,S1024,C00627,P2021,Marketplace,Efectivo,Cyber Week,6,395.52,0.1,2373.12,355.97,2017.15,239.98,0
RETAILMAX S.A. - VENTAS 2021,2021-002119,2021-12-06 07:03:27,S1027,C00150,P2149,Marketplace,Billetera Digital,Cyber Week,2,224.81,0.0,449.62,67.44,382.18,173.08,0
RETAILMAX S.A. - VENTAS 2021,2021-002120,2021-04-26 00:44:48,S1020,C00430,P2082,Call Center,Financiamiento,Promo 10%,1,267.35,0.05,267.35,40.1,227.25,152.77,0
RETAILMAX S.A. - VENTAS 2021,2021-002121,2021-06-17 00:17:35,S1030,C00643,P2073,Marketplace,Tarjeta,Sin Promo,1,139.88,0.15,139.88,20.98,118.9,131.1,0
RETAILMAX S.A. - VENTAS 2021,2021-002122,2021-04-19 13:48:59,S1039,C00665,P2058,Call Center,Efectivo,Promo 15%,1,465.91,0.0,465.91,60.57,405.34,324.41,0
RETAILMAX S.A. - VENTAS 2021,2021-002123,2021-08-24 19:33:36,S1026,C00283,P2114,Tienda,Efectivo,Cyber Week,1,498.6,0.1,498.6,74.79,423.81,274.57,0
RETAILMAX S.A. - VENTAS 2021,2021-002124,2021-12-26 05:26:28,S1034,C00121,P2100,Marketplace,Transferencia,Sin Promo,1,571.97,0.0,571.97,85.8,486.17,422.9,0
RETAILMAX S.A. - VENTAS 2021,2021-002125,2021-01-08 01:09:47,S1006,C00476,P2029,Call Center,Tarjeta,Promo 15%,2,417.77,0.15,835.54,108.62,726.92,271.13,0
RETAILMAX S.A. - VENTAS 2021,2021-002126,2021-01-03 23:11:59,S1017,C00274,P2013,Call Center,Billetera Digital,Promo 15%,3,180.18,0.1,540.54,64.86,475.68,98.1,0
RETAILMAX S.A. - VENTAS 2021,2021-002127,2021-01-08 05:30:53,S1004,C00174,P2099,Tienda,Financiamiento,2x1,4,294.57,0.0,1178.28,153.18,1025.1,231.19,0
RETAILMAX S.A. - VENTAS 2021,2021-002128,2021-04-23 04:57:16,S1005,C00166,P2016,Marketplace,Transferencia,2x1,2,172.59,0.0,345.18,44.87,300.31,121.18,0
RETAILMAX S.A. - VENTAS 2021,2021-002129,2021-10-16 20:15:39,S1005,C00538,P2037,Call Center,Transferencia,Black Friday,3,561.42,0.1,1684.26,218.95,1465.31,405.23,0
RETAILMAX S.A. - VENTAS 2021,2021-002130,2021-02-14 06:13:32,S1017,C00264,P2088,Call Center,Transferencia,Promo 10%,2,514.73,0.1,1029.46,123.54,905.92,308.2,0
RETAILMAX S.A. - VENTAS 2021,2021-002131,2021-01-24 08:24:30,S1039,C00692,P2064,Call Center,Efectivo,Sin Promo,5,91.31,0.0,456.55,59.35,397.2,57.47,1
RETAILMAX S.A. - VENTAS 2021,2021-002132,2021-03-14 16:39:35,S1040,C00480,P2092,Web,Tarjeta,Promo 15%,1,722.24,0.1,722.24,93.89,628.35,416.32,0
RETAILMAX S.A. - VENTAS 2021,2021-002133,2021-08-26 00:53:52,S1040,C00121,P2032,Tienda,Financiamiento,Sin Promo,2,466.57,0.0,933.14,121.31,811.83,330.43,0
RETAILMAX S.A. - VENTAS 2021,2021-002134,2021-06-26 05:54:07,S1022,C00547,P2065,Tienda,Efectivo,Promo 10%,1,326.63,0.2,326.63,48.99,277.64,269.16,0
